FamilyName1,FamilyName2,CommonName,AlsoKnownAs,ScientificName,MinSize,MaxSize,AdditionalSizeInfo,PossessionLimit,AdditionalPossessionInfo,SpeciesLimit,SpeciesName,GroupLimit,GroupName,ClosedSeasonDate,AdditionalClosedSeasonInfo,MisIdentified,,Description,AverageGrowth,MaximumGrowth,Distribution,AdditionalInformation,Image1,Caption1,Image2,Caption2,Image3,Caption3
Threadfin,N/A,King threadfin,"Burnett salmon
King salmon
",Polydactylus macrochir,60,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blue threadfin,,"bluish silver back, whitish belly (during some seasons the belly surface is flushed with yellow)
dorsal, anal and caudal fins are a shade of black
pectoral fins, pelvic fins and pectoral filaments are white or yellow
",80,170,"Brisbane river and further north
rivers and estuaries
sand or mud flats (to a depth of 5 m)

",N/A,http://app.fisheries.qld.gov.au/images/king-threadfin.jpg,N/A,http://app.fisheries.qld.gov.au/images/king-threadfin-2.jpg,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Amberjack,"Common amberjack
Greater amberjack
Kingfish","Seriola dumerili
",50,N/A,N/A,N/A,N/A,2,"combined limit for amberjack and samsonfish
",20,"combined limit for all members of the Carangidae family including (but not limited to) trevallies, queenfishes, scads, darts and kingfishes",N/A,N/A,"Samsonfish
High-fin amberjack",,"bluish grey or olive on back: often an amber stripe from eye along middle of body
sides and belly silvery white, sometimes brownish or with a pinkish tinge
usually a darker bar through eye to dorsal fin origin
caudal (tail) fin dark or dusky extreme tip of lower caudal fin lobe sometimes light or white
teeth appear white; lumps surrounding broad bands of teeth in both jaws not engorged with blood",100,188,"along the length of the Queensland coast and out to the Great Barrier Reef
reefs, deep offshore holes or drop-offs 
bottom dwelling and pelagic
",N/A,http://app.fisheries.qld.gov.au/images/amberjack.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Barred queenfish,N/A,Scomberoides tala,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,"combined limit for all members of the Carangidae family including (but not limited to) trevallies, queenfishes, scads, darts and kingfishes",N/A,N/A,other queenfish species,,"body and head are a greenish grey
back is a grey and belly is silver (when alive)
four to eight vertically elongated dull blotches (in adults) and most intersect the lateral line
dorsal and anal fins are dusky to dark (uniformly pigmented)
yellow pectoral fins
adults have white pelvic fins
",40,62,northern Queensland,N/A,http://app.fisheries.qld.gov.au/images/barred-queenfish.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Bigeye trevally,N/A,Caranx sexfasciatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,"combined limit for all members of the Carangidae family including (but not limited to) trevallies, queenfishes, scads, darts and kingfishes",N/A,N/A,"Giant trevally
Bludger trevally
",,"body and head of adults is a silvery olive to iridescent blue green black
belly is silvery olive to white
lateral line scutes dark to black
operculum has a smallish black spot (much smaller than pupil diameter) at an upper angle (this spot is evident on specimens above 14 cm fork length)
second dorsal fin is olive to black with white tip on lobe
anal and caudal fins are yellowish to black
body, head, and scutes for juveniles/young adults are more silvery
fins on juveniles/young adults are mostly grey to yellow
upper half of the dorsal fin lobe and upper lobe of the caudal fin on juveniles is usually dark
",40,78,"along the Queensland coast and out to the Great Barrier Reef
juveniles may be found in estuaries
",N/A,http://app.fisheries.qld.gov.au/images/bigeye-trevally.jpg,N/A,http://app.fisheries.qld.gov.au/images/bigeye-trevally-juvenile.jpg,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Blackbanded amberjack,N/A,Seriolina nigrofasciata,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,"combined limit for all members of the Carangidae family including (but not limited to) trevallies, queenfishes, scads, darts and kingfishes",N/A,N/A,other Seriola species,,"head and back are bluish grey to black in live fish
juveniles have five to seven dark oblique bands and blotches on their upper body that fades with age
white to dusky belly
black spinous dorsal
second dorsal fin and anal fin are dusky brown in large adults, and have white tips in juveniles
caudal and pelvic fins are yellowish brown to black
",N/A,173,"along the length of the Queensland coast
offshore reefs (near continental shelfs) at depths of 20 - 150 m

",N/A,http://app.fisheries.qld.gov.au/images/blackbanded-amberjack.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Cobia,Black kingfish,Rachycentron canadum,75,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"back and sides dark brown
two sharply defined narrow silvery bands (not as prominent in dead specimens)
yellowish belly
first dorsal fin has on average eight short but strong isolated spines (not connected by a membrane)
",110,200,"all Queensland waters
pelagic
shallow coral reefs and off rocky shores
occasionally in estuaries

",N/A,http://app.fisheries.qld.gov.au/images/cobia.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Giant queenfish,"Talang queenfish
Leatherskin
Skinny fish
Giant dart
",Scomberoides commersonnianus,50,N/A,N/A,N/A,"East coast: 5

Gulf of Carpentaria: 5",N/A,N/A,20,"combined for species from the Carangidae family including - but not limited to trevallies, queenfishes, scads, darts and kingfishes.",N/A,N/A,Banded queenfish,,"body and head dusky green to a bluish back
grey to silver coloured belly (when alive)
large individuals are often golden, especially towards the belly
sides have five to eight large, dull blotches above or touching the lateral line (in adults) ? the first two may intersect the lateral line
dorsal and anal fins are dusky to dark and uniformly pigmented
pectoral fins frequently have a dusky blotch (towards the base in adults)
",60,120,"prolific along the northern Queensland coast
occasionally captured along south east Queensland
reefs and offshore islands
periodically enters estuaries

",N/A,http://app.fisheries.qld.gov.au/images/giant-queenfish.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Giant trevally,"GT
Bludger
Lowly trevally
",Caranx ignoblis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,"combined limit for all members of the Carangidae family including (but not limited to) trevallies, queenfishes, scads, darts and kingfishes",N/A,N/A,"Bigeye trevally
Brassy trevally
",,"body and head are a silver/grey with a black back
belly is usually paler (when alive, mature males are usually darker than females   sometimes the head and fins are completely black)
fins are usually grey to black
leading edge and tips of lobes on the dorsal and anal fins are paler
no dark spot on the upper margin of operculum
juvenile/young adult body generally consists of more silver
fins of juveniles and young adults are paler
fish from turbid coastal waters often have yellow fins and the anal fin is usually brightest
",80,146,"Queensland waters
all marine habitats (juveniles may occur in estuaries)

",N/A,http://app.fisheries.qld.gov.au/images/giant-trevally.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Highfin amberjack,Almaco jack,Seriola rivoliana,75,N/A,N/A,N/A,N/A,2,combined Amberjack and Samsonfish,N/A,N/A,N/A,N/A,"Greater amberjack
other Seriola species
",,"brown/olive to blue green back
faint amber stripe from the eye along the middle of the body
sides and belly are lighter shades
bar through the eye to the dorsal fin origin is often persistent in adults
caudal fin has a dusky, lighter narrow posterior margin
anal fin has a white tip
pectoral and pelvic fins are a dusky colour
",65,N/A,"North Reef and further south
mainly oceanic waters
bottom dwelling and pelagic

",N/A,http://app.fisheries.qld.gov.au/images/highfin-amberjack.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Lesser queenfish,Double-spotted queenfish,Scomberoides lysan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,"combined limit for all members of the Carangidae family including (but not limited to) trevallies, queenfishes, scads, darts and kingfishes",N/A,N/A,other queenfish species,,"grey green back, silver grey to the midline and silver white belly (when alive)
six to eight dusky round blotches on each side occasionally connected above and below the lateral line (blotches are faint or absent in juveniles)
half dorsal fin distal lobe is heavily pigmented
anal fin lobe is white or pale yellow (interradial membranes of several anterior rays are often black, especially in large individuals)
",30,58.5,"along the length of the Queensland coast
inshore waters such as shallow lagoons
offshore areas (to a depth of 100 m)
enters estuaries periodically

",N/A,http://app.fisheries.qld.gov.au/images/lesser-queenfish.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Needleskin queenfish,Needlescaled queenfish,Scomberoides tol,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,"combined limit for all members of the Carangidae family including (but not limited to) trevallies, queenfishes, scads, darts and kingfishes",N/A,N/A,other queenfish species,,"blue shaded back and white belly (when alive)
five to eight oval or vertically oblong black blotches on each side (blotches are faint or absent in juveniles)   the first four to five intersect with the lateral line
distal half of the dorsal fin lobe is heavily pigmented
anal fin lobe is usually pure white (when alive)
",30,47,"along the length of Queensland
near the surface in coastal waters 
",N/A,http://app.fisheries.qld.gov.au/images/needleskin-queenfish.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Samsonfish,Sambo,Seriola hippos,50,N/A,N/A,N/A,N/A,2,combined for Amberjack and Samsonfish,N/A,N/A,N/A,N/A,other Seriola species,,"silver to a blue green back (generally in fresh adults)
amber stripe from eye along the middle of the body may be present
sides and the belly are a silver white (upon death this changes to a brown/paler shade underneath)
dorsal fins are dusky to dark (spinous and second)
anal and caudal fins are generally dark
teeth appear red (not as prominent in dead specimens)
papillae surrounding broad bands of teeth in both jaws are often engorged with blood
",100,173,"mainly southern Queensland waters
rocky reefs or wrecks (to a depth of 70 m)

",N/A,http://app.fisheries.qld.gov.au/images/samsonfish.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Small spotted dart,"Dart
Northern dart
Northern swallowtail
",Trachinotus baillonii,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,"combined limit for all members of the Carangidae family including (but not limited to) trevallies, queenfishes, scads, darts and kingfishes",N/A,N/A,Swallowtail dart,,"body and head of adults is a silver blue fading to a grey back
belly is silver white (when alive)
one to six relatively small (no larger than eye) black spots on sides that vary in location and intensity in a longitudinal row on or near the lateral line (number of spots generally increases with age and is absent on fish smaller than 10   13 cm fork length)
caudal fin, second dorsal fin and anal fin are grey to black. The lobes are usually darkest
pectoral fins are pale to dusky yellow
pale yellow to orange yellow pelvic fins
",30,53.5,"Moreton Bay and further north
surf zone along sandy beaches

",N/A,http://app.fisheries.qld.gov.au/images/small-spotted-dart.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Snub-nosed dart,"Indo-Pacific permit
Oyster cracker
Pumpkin head
Snub-nosed swallowtail
",Trachinotus blochii,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,"combined limit for all members of the Carangidae family including (but not limited to) trevallies, queenfishes, scads, darts and kingfishes",N/A,N/A,other dart,,"generally silver to a blue grey back with a paler belly (when alive)
large adults are occasionally golden orange (especially the snout and lower half of the body)
dark second dorsal fin with lobe of fin is dusky orange
anal fin is dusky to dirty orange with a brownish anterior margin to the lobe
caudal fin is dark to dirty orange (leading edges of the fin are darkest)
pelvic fins are white to dirty orange
dark pectoral fins
juveniles have a silver body with pale fins
",30,74,coral and rocky reef areas in shallow Queensland coastal waters,N/A,http://app.fisheries.qld.gov.au/images/snub-nosed-dart.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Swallow-tailed dart,"Southern swallowtail
Surf trevally
Southern dart
",Trachinotus coppingeri,30,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Small spotted dart,,"adults have a blue black back and silver belly (when alive)
usually six or seven vertically elongated oval blotches on each side (some larger than the eye) varying in location and intensity in a longitudinal row on or near lateral line with at least two thirds above it   the first two spots are above the pectoral fins
number of spots generally increases with age and is absent on fish smaller than 10 13 cm in fork length
second dorsal fin and anal fin are dusky to blue black and the lobes are usually darkest
caudal fin is dusky with leading edges and most of the lobes are blue black
pectoral fins are pale with the upper two thirds sometimes appearing dark
pelvic fins are white
",30,35,"Gladstone and further south
inhabits shallow coastal waters, often in the rough surf zone along sandy beaches

",N/A,http://app.fisheries.qld.gov.au/images/swallowtail-dart.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Yellowtail kingfish,"Kingfish
King amberjack
Hoodlum
Rat king
",Seriola lalandi,60,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,other Seriola species,,"usually a blue to olive coloured back
narrow bronze stripe (darker on the head and becoming yellow posteriorly) from snout through eye and along middle of body
silver to white belly with an occasional rosy tinge
dusky coloured spinous dorsal fin
second dorsal fin and anal fin are a dusky olive near the body, and bright yellow towards the tip
olive yellow caudal fin
yellow shaded pectoral and pelvic fins
",60,173,"all Queensland waters (most commonly caught in southern Queensland)
large offshore shoals at depths of 50 m
occasionally in surf zones

",N/A,http://app.fisheries.qld.gov.au/images/yellowtail-kingfish.jpg,N/A,N/A,N/A,N/A,N/A
"Trevally, queenfish, kingfish and tailor",N/A,Tailor,"Chopper tailor
Greenback tailor
",Pomatomus saltatrix,35,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"greenish blue back
silvery belly and sides
dorsal and anal fins pale green (tinged with yellow)
pectoral fins are bluish at the base
caudal fin is a dull green tinged with yellow
prominent sharp teeth compressed in a single series
",40,110,"along the Queensland coastline
often in bays and estuaries
",N/A,http://app.fisheries.qld.gov.au/images/tailor.jpg,N/A,N/A,N/A,N/A,N/A
Whiting,N/A,Goldline whiting,N/A,Sillago analis,23,N/A,N/A,N/A,N/A,30,"combined limit for goldenline whiting, sand whiting and northern whiting",N/A,N/A,N/A,N/A,"Sand whiting
Northern whiting",,"light silvery body, slightly darker to dusky on upper part
dull golden silver to golden yellow band along body below lateral line
no dark spot at base of pectoral fins
pelvic and anal fins are pale to bright yellow
pectoral fins have dusting of darker, fine black brown spots",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Whiting,N/A,Northern whiting,Sand whiting,Sillago sihama,23,N/A,N/A,N/A,N/A,30,"combined limit for goldenline whiting, sand whiting and northern whiting",N/A,N/A,N/A,N/A,other whiting species,,"light tan, silvery yellow brown, sandy brown or honey coloured on upper part
pale brown to silver white on the lower part
silver longitudinal band is normally present on the mid lateral line on each side
dorsal fins are dusky at the edges, with or without rows of dark brown spots on the second dorsal fin membrane
caudal fin is dusky toward the edges
no dark blotch at the base of the pectoral fins
other fins are transparent (the anal fin frequently has a white margin)
colouration may become a uniform light brown (after a long period of preservation)
",20,30,"along the Queensland coast
near the shore
shallow water along beaches, sandbars, mangrove creeks, estuaries 
",N/A,http://app.fisheries.qld.gov.au/images/northern-whiting.jpg,N/A,N/A,N/A,N/A,N/A
Whiting,N/A,Sand whiting,"Summer whiting
Blue-nose whiting
",Sillago ciliata,23,N/A,N/A,N/A,N/A,30,"combined limit for goldenline whiting, sand whiting and northern whiting",N/A,N/A,N/A,N/A,"Goldenline whiting
Northern whiting
",,"adults are a uniform silver colour (no darker bars or blotches)
pectoral fins have a dark spot at the base
pale yellow pectoral, pelvic and anal fins
dorsal fin is a pale olive green
the snout has a dull blue grey tinge on very large specimens
",25,51,"Cape York and further south
coastal beaches, sandbars and surf zones
bays, estuaries and coastal lakes

",N/A,http://app.fisheries.qld.gov.au/images/sand-whiting.jpg,N/A,N/A,N/A,N/A,N/A
